timestamp,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0.00,0.417325,0.797793,0.341304,0.783143,0.289020,0.744599,0.250676,0.712121,0.233631,0.686556,0.339793,0.645935,0.252940,0.677256,0.245325,0.724688,0.253112,0.747598,0.357130,0.649323,0.256660,0.694941,0.258417,0.746771,0.272970,0.769547,0.368143,0.665918,0.277265,0.721842,0.288459,0.768466,0.311358,0.784514,0.371999,0.691206,0.296975,0.735725,0.305792,0.773484,0.326613,0.784044
0.25,0.423337,0.824751,0.357020,0.791358,0.311453,0.734469,0.270064,0.699935,0.242399,0.681714,0.364821,0.631179,0.256792,0.664450,0.263440,0.705562,0.285956,0.709862,0.381293,0.641181,0.256410,0.693918,0.277869,0.736827,0.306385,0.736557,0.383723,0.669814,0.268733,0.721352,0.292925,0.763559,0.319044,0.767044,0.376548,0.707306,0.281308,0.747153,0.299664,0.782789,0.326227,0.785824
0.50,0.463695,0.831165,0.396939,0.788168,0.337669,0.736415,0.279815,0.717519,0.249613,0.723468,0.376761,0.627301,0.259268,0.670862,0.264021,0.714125,0.287702,0.717783,0.388891,0.640574,0.256391,0.700944,0.273632,0.739771,0.302558,0.736995,0.389358,0.677318,0.270086,0.737371,0.295505,0.773020,0.325000,0.768977,0.382245,0.723869,0.290169,0.775181,0.316465,0.802087,0.348097,0.793611
0.75,0.452747,0.787427,0.361445,0.775570,0.298297,0.727853,0.247309,0.693730,0.223888,0.662704,0.380072,0.590818,0.262496,0.614674,0.278350,0.665376,0.314598,0.671784,0.400848,0.592761,0.256402,0.620748,0.275779,0.670327,0.310540,0.676002,0.407006,0.615475,0.265037,0.641354,0.280069,0.689600,0.309536,0.694209,0.396540,0.650949,0.282715,0.671313,0.289880,0.707569,0.314525,0.711876
1.00,0.423993,0.775813,0.336902,0.762122,0.278035,0.707452,0.231365,0.673207,0.206024,0.648156,0.359395,0.567701,0.241363,0.594446,0.250172,0.645462,0.281578,0.655113,0.379064,0.573882,0.234566,0.602468,0.245168,0.652995,0.276204,0.662233,0.381309,0.603705,0.238645,0.628194,0.248486,0.678286,0.277402,0.685407,0.368297,0.646304,0.254308,0.657303,0.251329,0.690095,0.269748,0.694050
1.25,0.424888,0.770119,0.340056,0.754341,0.287270,0.704727,0.240999,0.671672,0.217398,0.646797,0.364248,0.562792,0.251603,0.592197,0.261558,0.641314,0.294016,0.648372,0.384373,0.566524,0.243682,0.601092,0.258310,0.652009,0.290987,0.658184,0.389273,0.591982,0.248022,0.621656,0.259407,0.672135,0.288062,0.678689,0.377135,0.630433,0.260397,0.649244,0.257788,0.687339,0.275886,0.696229
1.50,0.428652,0.764458,0.338571,0.746372,0.286922,0.694652,0.243670,0.658701,0.222897,0.630544,0.353911,0.563875,0.251085,0.587866,0.253894,0.636082,0.278833,0.645028,0.372051,0.564350,0.245123,0.600365,0.257347,0.652681,0.284423,0.658585,0.377135,0.583154,0.252942,0.620363,0.265753,0.672879,0.292265,0.681052,0.365941,0.615994,0.265462,0.646388,0.274391,0.687788,0.301141,0.695492
1.75,0.450297,0.775706,0.363700,0.766485,0.302997,0.729469,0.254311,0.702376,0.246083,0.680570,0.377851,0.588196,0.268725,0.611073,0.279513,0.660829,0.310678,0.666919,0.401341,0.590953,0.266920,0.621840,0.281489,0.675997,0.312964,0.680205,0.411201,0.613415,0.281045,0.644232,0.294749,0.696060,0.322542,0.699869,0.404547,0.647818,0.297034,0.672998,0.305182,0.712251,0.331308,0.717688
2.00,0.448190,0.758854,0.359117,0.750211,0.296592,0.703957,0.249387,0.671715,0.234133,0.646322,0.374020,0.565187,0.262030,0.596341,0.275397,0.645708,0.308072,0.650652,0.391252,0.567513,0.254686,0.602774,0.273995,0.655307,0.307359,0.662760,0.395060,0.589258,0.261322,0.629788,0.281339,0.679839,0.313133,0.684985,0.384665,0.622947,0.279171,0.659691,0.297722,0.702307,0.331216,0.708803
2.25,0.457016,0.774011,0.363931,0.775927,0.303137,0.733862,0.259156,0.704743,0.241577,0.678267,0.367997,0.587326,0.265342,0.621152,0.279716,0.674125,0.314411,0.681041,0.392949,0.584971,0.264907,0.627615,0.285770,0.684070,0.319454,0.691151,0.408268,0.603735,0.281303,0.645610,0.301748,0.697600,0.335643,0.705444,0.410062,0.635538,0.310705,0.660106,0.319189,0.699917,0.343931,0.709483
2.50,0.452433,0.766992,0.370085,0.765114,0.308651,0.725873,0.263445,0.694790,0.249595,0.668603,0.373662,0.588129,0.274364,0.619939,0.281573,0.670098,0.307082,0.682589,0.394408,0.585803,0.271600,0.624143,0.283142,0.677825,0.309329,0.691356,0.403679,0.603973,0.285475,0.643119,0.297495,0.694018,0.323367,0.704792,0.400677,0.633749,0.307185,0.666551,0.317376,0.708205,0.343636,0.718054
2.75,0.467412,0.772259,0.380156,0.759958,0.326327,0.720684,0.286585,0.690182,0.274562,0.664526,0.396439,0.595712,0.295075,0.625408,0.307372,0.674359,0.335504,0.681263,0.415844,0.596690,0.290939,0.632763,0.308861,0.683942,0.336436,0.690024,0.423720,0.613942,0.302830,0.651933,0.319539,0.701496,0.345989,0.705502,0.418775,0.641307,0.320121,0.672527,0.332579,0.712736,0.359299,0.717318
3.00,0.460665,0.769657,0.379943,0.759688,0.325192,0.715767,0.286727,0.677305,0.285571,0.647943,0.411787,0.590569,0.312279,0.604001,0.315574,0.656977,0.342628,0.672305,0.432140,0.589914,0.308861,0.606806,0.317431,0.664678,0.344323,0.681276,0.440703,0.605779,0.318832,0.625735,0.326892,0.678456,0.354912,0.693147,0.436003,0.631044,0.338450,0.646014,0.343116,0.690384,0.369268,0.708634
3.25,0.442699,0.779818,0.362105,0.770665,0.319146,0.725555,0.290343,0.685867,0.283705,0.647221,0.400660,0.613802,0.314051,0.625645,0.318173,0.670666,0.341148,0.687397,0.419743,0.607492,0.311178,0.621766,0.320703,0.672895,0.343881,0.688296,0.430581,0.614502,0.318049,0.627659,0.324848,0.676588,0.350801,0.689079,0.427143,0.629217,0.329408,0.635493,0.326666,0.676020,0.346258,0.690848
3.50,0.453787,0.782433,0.374525,0.767097,0.325891,0.725979,0.286428,0.695302,0.275486,0.665698,0.391371,0.610644,0.294752,0.634707,0.307680,0.678599,0.337500,0.684869,0.407129,0.608447,0.287403,0.637618,0.304185,0.682353,0.330700,0.685543,0.413410,0.622466,0.295420,0.647850,0.307564,0.693174,0.330981,0.696613,0.407441,0.646950,0.308511,0.665346,0.314753,0.699821,0.337246,0.703092
3.75,0.452475,0.783511,0.371028,0.768469,0.326049,0.722113,0.289568,0.684990,0.279477,0.649609,0.405076,0.611328,0.308856,0.630477,0.316860,0.672041,0.343210,0.680065,0.420795,0.608876,0.301761,0.632989,0.313843,0.677514,0.339109,0.684655,0.425747,0.619577,0.305715,0.637896,0.315500,0.682178,0.343235,0.689410,0.415296,0.639554,0.317919,0.641048,0.309672,0.669370,0.320635,0.676676
4.00,0.448217,0.787716,0.366697,0.767538,0.323523,0.716424,0.291345,0.676668,0.291180,0.646494,0.411810,0.612486,0.314526,0.617471,0.321423,0.664836,0.349357,0.675388,0.430205,0.610012,0.310430,0.620652,0.321365,0.673787,0.348519,0.684023,0.438402,0.619325,0.315216,0.630424,0.327002,0.680499,0.357428,0.689243,0.431200,0.636181,0.332508,0.633043,0.329114,0.671167,0.346500,0.683874
4.25,0.446403,0.785689,0.360476,0.763481,0.312775,0.716052,0.277268,0.679316,0.280678,0.648604,0.400159,0.609804,0.305704,0.618661,0.311510,0.668128,0.337381,0.679679,0.421614,0.609834,0.302636,0.624311,0.312352,0.674465,0.336951,0.683753,0.429666,0.624313,0.311416,0.638077,0.319723,0.684340,0.344547,0.692141,0.421306,0.647601,0.325937,0.650800,0.325601,0.684926,0.344275,0.693417
4.50,0.451610,0.782446,0.372713,0.755664,0.325672,0.707473,0.286392,0.671132,0.290008,0.644984,0.410627,0.599060,0.315665,0.600083,0.321299,0.653032,0.345272,0.664135,0.429923,0.601271,0.308033,0.611745,0.319366,0.669055,0.345504,0.674621,0.438528,0.615791,0.317247,0.628416,0.329514,0.680815,0.356688,0.687403,0.431711,0.637977,0.333648,0.638968,0.335424,0.679114,0.356244,0.687963
4.75,0.450291,0.806673,0.364730,0.795097,0.306675,0.752862,0.263887,0.717402,0.261071,0.689545,0.398647,0.617361,0.292604,0.627896,0.300428,0.685902,0.331857,0.699311,0.428294,0.620853,0.297249,0.640000,0.310834,0.702603,0.347590,0.709793,0.444049,0.642445,0.316158,0.666368,0.329891,0.723334,0.366272,0.728864,0.446111,0.673170,0.341366,0.689802,0.345857,0.730916,0.375711,0.737926
5.00,0.456202,0.803766,0.365133,0.783931,0.305676,0.733371,0.264865,0.688678,0.273238,0.658003,0.407901,0.602440,0.297091,0.609076,0.305922,0.665373,0.339169,0.675026,0.434096,0.607841,0.297951,0.619625,0.312244,0.680672,0.345203,0.688483,0.445451,0.629566,0.313272,0.646355,0.327114,0.701253,0.359712,0.707697,0.441069,0.660455,0.336797,0.673377,0.341486,0.713939,0.367850,0.719908
5.25,0.459724,0.796108,0.367800,0.773290,0.312843,0.720845,0.272063,0.679145,0.267308,0.646217,0.411113,0.592582,0.300113,0.604918,0.307222,0.658520,0.339853,0.668083,0.433397,0.594465,0.296720,0.610804,0.309399,0.669025,0.340544,0.679015,0.440835,0.613658,0.305934,0.633680,0.317533,0.687180,0.346849,0.694917,0.430417,0.643317,0.321542,0.659291,0.327366,0.702866,0.353497,0.713499
5.50,0.454772,0.798062,0.367145,0.773920,0.309358,0.725077,0.266442,0.684931,0.266895,0.654430,0.407325,0.600783,0.295619,0.612195,0.305126,0.664652,0.336813,0.672584,0.428493,0.603845,0.291247,0.618356,0.304435,0.671537,0.335023,0.679286,0.433492,0.623378,0.301870,0.641871,0.313035,0.692044,0.339740,0.697794,0.422397,0.652357,0.317426,0.668764,0.326931,0.709216,0.354901,0.716192
5.75,0.459711,0.798998,0.374274,0.765690,0.324503,0.711239,0.287762,0.672054,0.286961,0.639597,0.421947,0.594076,0.320861,0.602149,0.320580,0.652252,0.346406,0.666098,0.442689,0.597464,0.314906,0.605490,0.319014,0.656820,0.343101,0.668377,0.447570,0.616196,0.320658,0.620631,0.323146,0.669652,0.347455,0.682524,0.434108,0.644294,0.332407,0.644353,0.331106,0.682576,0.352784,0.695891
6.00,0.451898,0.813451,0.362937,0.782792,0.310434,0.727767,0.272036,0.687011,0.273675,0.656416,0.406478,0.609089,0.299724,0.618517,0.305345,0.670324,0.336032,0.681315,0.427584,0.612939,0.295015,0.623498,0.306493,0.677156,0.334258,0.684694,0.433483,0.631915,0.304806,0.639232,0.313942,0.689956,0.340030,0.698515,0.420890,0.659666,0.317664,0.662215,0.324448,0.701872,0.350898,0.711849
6.25,0.460458,0.821546,0.372435,0.790819,0.317993,0.738087,0.274608,0.697966,0.276649,0.671230,0.406381,0.617094,0.294414,0.628190,0.304833,0.679755,0.338227,0.688910,0.429179,0.619414,0.292368,0.636872,0.306704,0.688784,0.336505,0.695795,0.436251,0.639534,0.304712,0.654997,0.315598,0.703371,0.340855,0.710763,0.425220,0.670624,0.320768,0.677486,0.323225,0.711819,0.342808,0.718034
6.50,0.467145,0.811781,0.375827,0.778149,0.323290,0.727258,0.282249,0.690544,0.280943,0.658927,0.406990,0.603710,0.301071,0.614114,0.308175,0.672143,0.337983,0.685275,0.432221,0.607273,0.299707,0.625464,0.310912,0.683830,0.338301,0.692727,0.442618,0.627287,0.313826,0.642530,0.322824,0.694795,0.348647,0.705876,0.434787,0.659228,0.333733,0.659928,0.334006,0.697107,0.353485,0.708247
6.75,0.482238,0.815854,0.390554,0.786609,0.333148,0.736928,0.289300,0.696472,0.292485,0.666403,0.416130,0.611708,0.305645,0.622676,0.315514,0.680232,0.347639,0.689896,0.442493,0.613779,0.304907,0.634574,0.318917,0.693471,0.349685,0.698685,0.454815,0.633793,0.322569,0.654962,0.335158,0.708525,0.364006,0.714928,0.450779,0.665844,0.348034,0.678778,0.351815,0.717845,0.373804,0.722795
7.00,0.480274,0.807850,0.390925,0.780759,0.333098,0.734698,0.286652,0.698466,0.281938,0.673310,0.419447,0.602189,0.306901,0.611698,0.312050,0.667389,0.341506,0.677790,0.443413,0.607067,0.302266,0.625749,0.314553,0.685000,0.345923,0.690225,0.454123,0.628540,0.320528,0.650955,0.331608,0.705252,0.360266,0.711504,0.448036,0.661341,0.342070,0.680718,0.348902,0.722800,0.375593,0.728039
7.25,0.478834,0.805130,0.387740,0.777714,0.333985,0.726816,0.293133,0.685663,0.289538,0.647342,0.418841,0.599018,0.312277,0.604526,0.320376,0.663208,0.350970,0.676454,0.443176,0.601383,0.309493,0.613948,0.321993,0.675733,0.350763,0.682718,0.454330,0.619973,0.324085,0.636586,0.335519,0.692094,0.363734,0.700836,0.447870,0.650168,0.345654,0.659169,0.349492,0.702780,0.372036,0.713107
7.50,0.476474,0.811756,0.388549,0.784169,0.332555,0.735064,0.285736,0.698803,0.277342,0.673688,0.420755,0.602929,0.305514,0.613068,0.311464,0.668948,0.343197,0.679426,0.444369,0.609085,0.300723,0.627589,0.313658,0.687115,0.345817,0.692335,0.453605,0.631898,0.317275,0.653103,0.328558,0.707753,0.357207,0.714501,0.444808,0.665217,0.337667,0.682334,0.344385,0.723799,0.370877,0.729806
7.75,0.466336,0.840686,0.377672,0.819319,0.318599,0.771015,0.271623,0.730803,0.264824,0.701874,0.413470,0.631458,0.293434,0.644313,0.307218,0.700624,0.344791,0.707784,0.440742,0.638083,0.293893,0.655165,0.308396,0.715606,0.344212,0.719099,0.452678,0.664451,0.311897,0.681676,0.322800,0.736816,0.354166,0.740086,0.446869,0.701244,0.334911,0.720373,0.340472,0.759243,0.369196,0.760664
8.00,0.468608,0.822682,0.379510,0.796477,0.319385,0.744994,0.271228,0.704809,0.264415,0.674589,0.415791,0.611634,0.298158,0.622195,0.303850,0.675605,0.335477,0.685959,0.440385,0.618742,0.295630,0.633427,0.303823,0.689586,0.334210,0.698627,0.446604,0.644744,0.310751,0.660958,0.318104,0.712940,0.343525,0.721177,0.434871,0.681689,0.328432,0.700503,0.335920,0.739884,0.362997,0.745170
