timestamp,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
1.00,0.627012,0.955605,0.557420,0.938281,0.509865,0.888183,0.483038,0.847323,0.463694,0.817365,0.529726,0.812094,0.490670,0.761665,0.459485,0.752451,0.439962,0.757479,0.556389,0.802322,0.508053,0.759560,0.482005,0.776299,0.470407,0.794047,0.586559,0.806534,0.536048,0.768449,0.517775,0.802413,0.518162,0.830408,0.618352,0.821816,0.573441,0.787080,0.548810,0.802218,0.539583,0.818495
1.25,0.601143,0.948874,0.530161,0.941476,0.481728,0.890387,0.454289,0.846857,0.434729,0.807736,0.529599,0.783075,0.471801,0.788348,0.481202,0.839205,0.504544,0.856497,0.566655,0.773119,0.491530,0.788228,0.502003,0.845573,0.524908,0.858456,0.599136,0.778305,0.519303,0.794739,0.529442,0.847642,0.553940,0.862764,0.624167,0.794059,0.552595,0.797746,0.541507,0.829872,0.549717,0.842245
1.50,0.608622,0.954296,0.537004,0.943875,0.483177,0.896625,0.450273,0.852948,0.453645,0.806430,0.519560,0.802007,0.465292,0.799589,0.474448,0.844761,0.493697,0.861637,0.552074,0.789343,0.476501,0.802599,0.490631,0.854660,0.515189,0.861210,0.579517,0.789441,0.499799,0.806322,0.513060,0.856526,0.537962,0.865082,0.602956,0.801655,0.534196,0.817466,0.536559,0.855755,0.557034,0.864547
1.75,0.620109,0.926355,0.549145,0.920845,0.507289,0.882504,0.486322,0.845423,0.494718,0.813944,0.564017,0.814274,0.520113,0.816170,0.517687,0.840762,0.528803,0.854594,0.584017,0.797833,0.522696,0.805573,0.525484,0.835506,0.545575,0.847679,0.600190,0.788886,0.529371,0.790072,0.529563,0.824822,0.550781,0.843826,0.607672,0.785416,0.538711,0.782632,0.521130,0.808048,0.524002,0.827246
2.00,0.594213,0.930403,0.530937,0.932557,0.477105,0.891801,0.442726,0.851094,0.436733,0.815140,0.513640,0.806624,0.457823,0.800923,0.465964,0.837171,0.488124,0.848490,0.538180,0.794235,0.470349,0.794071,0.479478,0.840826,0.501904,0.849397,0.561356,0.788883,0.489659,0.786339,0.494520,0.833107,0.517798,0.847863,0.579460,0.790977,0.511328,0.785535,0.498359,0.817691,0.506848,0.833148
2.25,0.581232,0.953424,0.509881,0.954840,0.456754,0.909079,0.421686,0.867087,0.394587,0.830913,0.498626,0.799737,0.433499,0.804863,0.452055,0.851996,0.478735,0.861363,0.532141,0.787836,0.454712,0.803528,0.477471,0.864691,0.503796,0.869617,0.563613,0.788958,0.480769,0.812276,0.504231,0.869678,0.535879,0.878099,0.589549,0.798886,0.512539,0.809358,0.508993,0.850870,0.523718,0.861980
2.50,0.624779,0.932214,0.557528,0.933163,0.510680,0.893487,0.481521,0.857670,0.470456,0.824774,0.553573,0.818328,0.508570,0.814165,0.515332,0.847912,0.534530,0.861636,0.578593,0.804095,0.513735,0.806464,0.525318,0.845914,0.550007,0.855882,0.601420,0.795901,0.529912,0.795206,0.537873,0.837542,0.563394,0.854248,0.617210,0.793504,0.549317,0.785763,0.525407,0.807230,0.520441,0.821004
2.75,0.622419,0.942683,0.551397,0.933855,0.500493,0.892180,0.464447,0.855357,0.452763,0.822866,0.549473,0.793415,0.489579,0.799914,0.498721,0.843322,0.520555,0.855404,0.577228,0.782325,0.499508,0.799905,0.513509,0.847412,0.538816,0.854763,0.599459,0.783193,0.517109,0.798729,0.529920,0.844327,0.559062,0.856626,0.612758,0.793051,0.537237,0.795334,0.517827,0.820684,0.519824,0.831084
3.00,0.595027,0.956637,0.520382,0.963834,0.463367,0.921431,0.424790,0.882870,0.390923,0.847876,0.500959,0.802335,0.432746,0.821211,0.452721,0.868815,0.480679,0.876654,0.532650,0.790602,0.447391,0.817828,0.472594,0.877030,0.500216,0.880294,0.560867,0.792894,0.471160,0.826177,0.497024,0.882032,0.529164,0.885943,0.582773,0.806220,0.502221,0.828358,0.506622,0.870079,0.527720,0.876444
3.25,0.588116,0.943930,0.519498,0.942548,0.475224,0.896314,0.450124,0.856772,0.434078,0.825954,0.526338,0.818279,0.471665,0.814713,0.476948,0.853121,0.495703,0.869890,0.550801,0.805139,0.476621,0.810096,0.488974,0.855175,0.514193,0.868477,0.571651,0.799063,0.491659,0.804699,0.501210,0.849990,0.528660,0.866129,0.584673,0.798508,0.509578,0.796293,0.492454,0.827305,0.496774,0.842873
