timestamp,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0.00,0.646160,0.870398,0.575497,0.831662,0.537282,0.780471,0.508407,0.745101,0.489777,0.724512,0.610565,0.674264,0.527946,0.680337,0.525267,0.722544,0.544698,0.736624,0.638522,0.678068,0.534448,0.695043,0.536943,0.735369,0.560176,0.743938,0.653229,0.699706,0.548838,0.717141,0.552858,0.756513,0.576881,0.765274,0.654692,0.730916,0.570371,0.744762,0.568342,0.775217,0.589443,0.783536
0.25,0.440857,0.862687,0.483471,0.805002,0.493773,0.749162,0.476269,0.710540,0.454499,0.697364,0.455300,0.696692,0.429027,0.660979,0.428488,0.687468,0.436741,0.708808,0.407973,0.704000,0.385359,0.677623,0.389365,0.704594,0.399864,0.724388,0.368070,0.725936,0.355428,0.710808,0.362177,0.731799,0.371054,0.748014,0.334294,0.754848,0.331185,0.744651,0.341098,0.760273,0.348532,0.770983
0.50,0.516821,0.862448,0.575267,0.809417,0.600951,0.754229,0.593369,0.714061,0.570339,0.708073,0.556167,0.690731,0.523473,0.649890,0.519704,0.676823,0.529384,0.698663,0.503414,0.695198,0.476551,0.666112,0.477718,0.694674,0.491105,0.717263,0.455780,0.715834,0.440889,0.700540,0.445386,0.722775,0.457647,0.741993,0.415720,0.745411,0.413887,0.738766,0.422722,0.754737,0.433208,0.765060
0.75,0.520127,0.846473,0.583099,0.796734,0.607810,0.744520,0.599270,0.710373,0.582054,0.711499,0.559814,0.673654,0.527252,0.644906,0.522580,0.670667,0.531019,0.692219,0.506458,0.677927,0.477421,0.662670,0.479174,0.688607,0.494217,0.709162,0.459833,0.699513,0.442296,0.696104,0.446682,0.715739,0.459795,0.732297,0.421360,0.729831,0.418242,0.731838,0.426572,0.747096,0.437396,0.756874
1.00,0.543658,0.824847,0.596036,0.774832,0.606556,0.724085,0.582680,0.684409,0.551570,0.667161,0.583516,0.659450,0.556551,0.628255,0.552664,0.657685,0.558907,0.681028,0.533781,0.661887,0.511454,0.639912,0.510883,0.670819,0.518474,0.692802,0.489867,0.680643,0.472017,0.671580,0.476942,0.696932,0.485068,0.713906,0.451540,0.708035,0.442328,0.703137,0.451322,0.722564,0.460031,0.735612
1.25,0.530354,0.819526,0.574276,0.765419,0.576915,0.716035,0.547633,0.682353,0.516298,0.667156,0.555021,0.662928,0.529374,0.639506,0.529185,0.663316,0.537540,0.679674,0.507370,0.669451,0.489545,0.657470,0.490747,0.684144,0.499938,0.701438,0.463662,0.693261,0.450100,0.685427,0.457901,0.709527,0.468078,0.727516,0.424024,0.724349,0.417161,0.721841,0.428801,0.739487,0.441797,0.751054
1.50,0.522876,0.819605,0.568451,0.772000,0.575163,0.723467,0.552263,0.693669,0.526670,0.682077,0.539792,0.665896,0.500875,0.643710,0.499335,0.668569,0.510673,0.685150,0.488269,0.676836,0.458686,0.666640,0.461542,0.694769,0.473613,0.710921,0.443004,0.706447,0.427462,0.703999,0.434592,0.728868,0.445132,0.743168,0.403525,0.742110,0.399564,0.748340,0.412531,0.766755,0.423424,0.774947
1.75,0.524573,0.823753,0.570239,0.768962,0.572502,0.720718,0.544267,0.692039,0.512451,0.681593,0.530923,0.663265,0.498132,0.647648,0.496796,0.673371,0.506395,0.690694,0.480294,0.676567,0.454723,0.670288,0.457478,0.698524,0.469730,0.715021,0.437286,0.708154,0.422883,0.707691,0.431063,0.732751,0.443236,0.747778,0.400483,0.746903,0.397826,0.753804,0.411350,0.772833,0.423918,0.782638
2.00,0.518559,0.810910,0.566431,0.765963,0.576118,0.722576,0.563681,0.695391,0.546777,0.687882,0.533430,0.662600,0.495599,0.645080,0.489728,0.668593,0.498032,0.685378,0.488248,0.674397,0.450575,0.664457,0.450172,0.688686,0.465897,0.702563,0.450627,0.705263,0.422601,0.705198,0.426265,0.724930,0.440708,0.733988,0.420112,0.743762,0.403676,0.751698,0.412071,0.765691,0.426395,0.769218
2.25,0.536807,0.817387,0.586331,0.765497,0.596439,0.711216,0.577945,0.677997,0.557995,0.668653,0.553436,0.649623,0.500814,0.621105,0.499165,0.647575,0.514197,0.668373,0.502351,0.665173,0.457978,0.649948,0.464253,0.677317,0.484171,0.693157,0.459388,0.697275,0.433071,0.690349,0.441505,0.712356,0.458091,0.725053,0.424930,0.735033,0.415418,0.735073,0.429659,0.751807,0.444048,0.758675
