timestamp,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0.00,0.603873,0.671359,0.475474,0.667908,0.381467,0.590850,0.320099,0.530016,0.268063,0.480545,0.392665,0.460479,0.293613,0.420052,0.285129,0.491704,0.309592,0.537180,0.420443,0.436206,0.294672,0.397815,0.315461,0.498701,0.361151,0.532601,0.454637,0.421886,0.321855,0.387788,0.347139,0.483812,0.403155,0.515673,0.489253,0.421268,0.375377,0.404135,0.376938,0.468417,0.420613,0.496654
0.25,0.615170,0.677935,0.487184,0.674045,0.395448,0.603498,0.331390,0.547043,0.274063,0.500553,0.389595,0.484239,0.294553,0.431706,0.270623,0.493913,0.284596,0.540667,0.418009,0.457845,0.293408,0.401372,0.300124,0.492887,0.340350,0.531490,0.454922,0.442339,0.326519,0.400875,0.349985,0.494634,0.403281,0.527173,0.492970,0.439301,0.382538,0.419999,0.389044,0.482224,0.433678,0.506843
0.50,0.616497,0.674312,0.480141,0.668486,0.394676,0.593355,0.342785,0.537911,0.301163,0.494309,0.401375,0.456589,0.292402,0.419963,0.278571,0.495844,0.303568,0.546073,0.430128,0.435235,0.289217,0.400528,0.309882,0.508321,0.358503,0.546815,0.463509,0.423989,0.315510,0.400198,0.345314,0.501438,0.402073,0.531781,0.492610,0.427101,0.369988,0.425158,0.384975,0.493819,0.435362,0.514875
0.75,0.612687,0.671417,0.473809,0.665544,0.389772,0.589298,0.334693,0.539189,0.285597,0.501313,0.406852,0.443488,0.294280,0.413759,0.280254,0.491783,0.305829,0.543218,0.434396,0.425361,0.289025,0.400963,0.305600,0.510249,0.354204,0.551996,0.463670,0.418106,0.310149,0.404962,0.335086,0.507774,0.391835,0.540889,0.486682,0.425296,0.358225,0.430253,0.368172,0.500185,0.416834,0.524732
1.00,0.615274,0.672388,0.480082,0.666469,0.398546,0.593577,0.343909,0.544618,0.295208,0.509363,0.411201,0.456957,0.299954,0.415133,0.273664,0.487100,0.291625,0.542317,0.436198,0.437076,0.293887,0.398628,0.299077,0.503472,0.344484,0.552882,0.464604,0.427625,0.313653,0.399041,0.329944,0.499088,0.385899,0.540353,0.488312,0.430510,0.363036,0.423900,0.365514,0.492523,0.410622,0.523877
1.25,0.620469,0.673607,0.484628,0.665970,0.402622,0.594679,0.344400,0.545427,0.289554,0.511601,0.414473,0.456671,0.304442,0.409478,0.274098,0.480258,0.287975,0.535721,0.441182,0.436889,0.300230,0.395610,0.299814,0.498383,0.342105,0.549630,0.471420,0.428251,0.325033,0.399911,0.335726,0.499480,0.388119,0.543278,0.497022,0.432808,0.374103,0.422007,0.370104,0.489329,0.409565,0.524716
1.50,0.621899,0.673080,0.488731,0.670487,0.400317,0.602501,0.339502,0.550610,0.288108,0.507111,0.405514,0.469567,0.299782,0.420866,0.269855,0.487425,0.281429,0.539493,0.433333,0.446629,0.301005,0.403582,0.301893,0.503425,0.341339,0.552087,0.465783,0.436085,0.329682,0.405827,0.339504,0.503025,0.387583,0.545078,0.496030,0.439127,0.378146,0.423465,0.365172,0.487607,0.396524,0.524057
1.75,0.611785,0.667796,0.478871,0.664861,0.392121,0.595354,0.331107,0.542978,0.279199,0.500867,0.396448,0.463081,0.289784,0.419490,0.269273,0.490675,0.287837,0.541951,0.423537,0.441366,0.291085,0.400298,0.301352,0.501843,0.344700,0.544962,0.455809,0.431596,0.318267,0.401341,0.335665,0.498634,0.387746,0.536215,0.486205,0.435917,0.367229,0.422980,0.362871,0.487656,0.400820,0.519294
2.00,0.604870,0.668076,0.469522,0.667597,0.381464,0.597010,0.324031,0.545999,0.284215,0.503286,0.400767,0.446872,0.288918,0.419366,0.260628,0.488362,0.272872,0.539366,0.427469,0.427738,0.280619,0.401872,0.288744,0.500947,0.332732,0.545339,0.454877,0.424464,0.299961,0.409419,0.318981,0.504705,0.374763,0.540872,0.473514,0.437447,0.342450,0.440287,0.349243,0.507003,0.396706,0.534614
2.25,0.604277,0.671516,0.470259,0.668001,0.379908,0.597856,0.319189,0.546681,0.274313,0.500826,0.396174,0.451915,0.285730,0.413737,0.254605,0.479155,0.263619,0.529034,0.422798,0.434820,0.278477,0.403232,0.283824,0.501376,0.326691,0.546149,0.450262,0.433195,0.299450,0.413666,0.313096,0.508902,0.365025,0.546073,0.469189,0.449316,0.341519,0.442644,0.340193,0.507561,0.379638,0.537692
